Mask Mandate,Social Distancing,Mobility Level,Population Density,Cases Per Capita,Current Phase,Future Phase,support,confidence,lift,chi_squared
N,Phase 0,,,H,Phase 2,Phase 3,0.0038095238095238095,0.5714285714285714,2.7777777777777777,5.768271289009061
N,Phase 0,,,H,,Phase 1,0.0019047619047619048,0.2222222222222222,0.7268951194184838,0.2981381181144504
N,Phase 0,,,H,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,Phase 0,,,H,Phase 2,Phase 2,0.006666666666666667,0.6363636363636365,1.5721925133689842,2.4749116025796116
N,Phase 0,,,H,,Phase 2,0.002857142857142857,0.3333333333333333,0.8235294117647058,0.19223597219867783
M,Phase 0,,,H,,Phase 2,0.0038095238095238095,0.26666666666666666,0.6588235294117647,1.2045012787723786
N,Phase 0,,,H,Phase 2,Phase 2,0.002857142857142857,0.42857142857142855,1.0588235294117647,0.016581129095933685
M,Phase 0,,,H,Phase 2,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
,Phase 0,VH,,H,,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
,Phase 0,VH,,H,,Phase 1,0.0019047619047619048,0.6666666666666666,2.1806853582554515,1.8467569041775516
,Phase 0,VH,,H,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
N,Phase 0,VH,,H,,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,Phase 0,VH,,H,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
N,Phase 0,VH,,H,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,Phase 0,,,H,Phase 1,Phase 1,0.008571428571428572,1.0,3.2710280373831777,20.615960569904928
M,Phase 0,,,H,,Phase 1,0.005714285714285714,0.4,1.3084112149532712,0.6373500684756277
M,Phase 0,,,H,Phase 1,Phase 1,0.005714285714285714,1.0,3.2710280373831777,13.704479535932968
,Phase 0,M,,H,,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
,Phase 0,M,,H,Phase 1,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
M,Phase 0,M,,H,,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
M,Phase 0,M,,H,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
,Phase 0,H,,H,,Phase 1,0.002857142857142857,0.75,2.453271028037383,3.7341206100103665
,Phase 0,H,,H,,Phase 2,0.0009523809523809524,0.25,0.6176470588235294,0.3991676976718029
,Phase 0,H,,H,Phase 1,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
M,Phase 0,H,,H,,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
M,Phase 0,H,,H,Phase 1,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
,Phase 0,H,,H,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
M,,,,H,,Phase 1,0.03333333333333333,0.3431372549019608,1.122411581455012,0.7454244867474554
,,,,H,Phase 1,Phase 1,0.06571428571428571,0.8624999999999999,2.8212616822429903,126.48230074021733
M,,,,H,Phase 1,Phase 1,0.03333333333333333,0.8974358974358974,2.935537982266954,66.81648897888127
N,,,,H,,Phase 2,0.018095238095238095,0.31666666666666665,0.7823529411764706,2.0498395721925133
N,,,,H,,Phase 1,0.02761904761904762,0.48333333333333334,1.5809968847352025,9.458678551213456
N,,,,H,Phase 2,Phase 1,0.0038095238095238095,0.16666666666666666,0.5451713395638629,2.237310860663405
N,,,,H,Phase 2,Phase 2,0.011428571428571429,0.5,1.2352941176470589,0.9246646026831788
N,,,,H,Phase 1,Phase 2,0.006666666666666667,0.2916666666666667,0.7205882352941176,1.303921568627451
N,Phase 3,,,H,,Phase 2,0.0038095238095238095,0.4444444444444444,1.0980392156862744,0.059332090184776934
N,Phase 3,,,H,,Phase 1,0.0019047619047619048,0.2222222222222222,0.7268951194184838,0.2981381181144504
N,Phase 3,,,H,Phase 2,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
N,Phase 3,,,H,Phase 1,Phase 2,0.002857142857142857,1.0,2.4705882352941178,4.424405865498062
N,,,,H,Phase 1,Phase 1,0.01619047619047619,0.7083333333333333,2.3169781931464173,18.758057026296704
,,VH,,H,,Phase 2,0.010476190476190476,0.2682926829268293,0.6628407460545194,3.2980791243229866
,,VH,,H,,Phase 1,0.02,0.5121951219512195,1.6754046045133348,8.570132328923075
,,VH,,H,,Phase 3,0.006666666666666667,0.17073170731707318,0.8299457994579946,0.31955411763798836
,,VH,,H,Phase 2,Phase 1,0.0038095238095238095,0.30769230769230765,1.0064701653486698,0.00024263986628462265
N,,VH,,H,Phase 2,Phase 1,0.0038095238095238095,0.5,1.6355140186915889,1.4336374630800046
,Phase 4,VH,,H,Phase 2,Phase 1,0.0038095238095238095,0.6666666666666666,2.1806853582554515,3.7041273537814114
N,Phase 4,VH,,H,Phase 2,Phase 1,0.0038095238095238095,0.6666666666666666,2.1806853582554515,3.7041273537814114
,,VH,,H,Phase 2,Phase 2,0.007619047619047619,0.6153846153846153,1.520361990950226,2.423672532583983
N,,VH,,H,,Phase 2,0.006666666666666667,0.30434782608695654,0.751918158567775,0.9841143349512018
,,VH,,H,Phase 1,Phase 2,0.002857142857142857,0.16666666666666666,0.4117647058823529,4.309165526675787
,Phase 4,VH,,H,,Phase 2,0.0019047619047619048,0.14285714285714285,0.3529411764705882,4.039745627980924
N,,VH,,H,Phase 2,Phase 2,0.0038095238095238095,0.5,1.2352941176470589,0.30348876594783797
N,,VH,,H,Phase 1,Phase 2,0.002857142857142857,0.23076923076923075,0.5701357466063348,1.653961784995877
N,Phase 4,VH,,H,,Phase 2,0.0019047619047619048,0.18181818181818182,0.44919786096256686,2.293330176588966
,Phase 4,VH,,H,Phase 2,Phase 2,0.0019047619047619048,0.3333333333333333,0.8235294117647058,0.12778904665314408
N,Phase 4,VH,,H,Phase 2,Phase 2,0.0019047619047619048,0.3333333333333333,0.8235294117647058,0.12778904665314408
M,,VH,,H,,Phase 2,0.0019047619047619048,0.18181818181818182,0.44919786096256686,2.293330176588966
M,,VH,,H,,Phase 1,0.004761904761904762,0.4545454545454546,1.4868309260832626,1.1601129080193247
M,,VH,,H,Phase 2,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
M,,VH,,H,Phase 1,Phase 1,0.004761904761904762,1.0,3.2710280373831777,11.409471001207352
M,Phase 4,VH,,H,,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
M,Phase 4,VH,,H,Phase 1,Phase 1,0.0019047619047619048,1.0,3.2710280373831777,4.550724120710567
N,,VH,,H,,Phase 1,0.015238095238095238,0.6956521739130435,2.2754977651361235,16.84548811312828
,,VH,,H,Phase 1,Phase 1,0.014285714285714285,0.8333333333333333,2.725856697819314,24.019782781163148
N,,VH,,H,Phase 1,Phase 1,0.009523809523809525,0.7692307692307693,2.516175413371675,13.323867297407075
,Phase 4,VH,,H,,Phase 1,0.010476190476190476,0.7857142857142856,2.570093457943925,15.402318206056522
N,Phase 4,VH,,H,,Phase 1,0.008571428571428572,0.8181818181818182,2.6762956669498728,13.754511969156415
,Phase 4,VH,,H,Phase 1,Phase 1,0.004761904761904762,1.0,3.2710280373831777,11.409471001207352
N,Phase 4,VH,,H,Phase 1,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
,,VH,,H,Phase 3,Phase 1,0.0009523809523809524,0.1111111111111111,0.3634475597092419,1.6196715653797058
,Phase 4,VH,,H,Phase 3,Phase 1,0.0009523809523809524,0.5,1.6355140186915889,0.3563574037522339
N,,VH,,H,Phase 3,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
N,Phase 4,VH,,H,Phase 3,Phase 1,0.0009523809523809524,1.0,3.2710280373831777,2.2731929830813504
M,,VH,,H,,Phase 3,0.002857142857142857,0.27272727272727276,1.325757575757576,0.3055224907483238
,,VH,,H,Phase 2,Phase 3,0.0009523809523809524,0.07692307692307691,0.3739316239316239,1.3362420367096282
,,VH,,H,Phase 3,Phase 3,0.005714285714285714,0.6666666666666666,3.2407407407407405,11.804619704812517
,Phase 3,VH,,H,,Phase 3,0.0019047619047619048,0.19999999999999998,0.9722222222222222,0.0020176166758900586
M,,VH,,H,Phase 3,Phase 3,0.0019047619047619048,0.6666666666666666,3.2407407407407405,3.9123238181183795
M,,VH,,H,Phase 2,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
,Phase 3,VH,,H,Phase 3,Phase 3,0.0019047619047619048,0.6666666666666666,3.2407407407407405,3.9123238181183795
M,Phase 3,VH,,H,,Phase 3,0.0009523809523809524,0.16666666666666666,0.8101851851851851,0.05631031573208871
M,Phase 3,VH,,H,Phase 3,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
,Phase 3,VH,,H,,Phase 1,0.002857142857142857,0.3,0.9813084112149533,0.0015531946996121457
,Phase 3,VH,,H,,Phase 2,0.0038095238095238095,0.39999999999999997,0.988235294117647,0.0009502262443439027
M,Phase 3,VH,,H,,Phase 1,0.002857142857142857,0.5,1.6355140186915889,1.0731682733687962
,Phase 3,VH,,H,Phase 1,Phase 1,0.002857142857142857,0.5,1.6355140186915889,1.0731682733687962
M,Phase 3,VH,,H,Phase 1,Phase 1,0.002857142857142857,1.0,3.2710280373831777,6.8326058431299055
,Phase 3,VH,,H,Phase 1,Phase 2,0.002857142857142857,0.5,1.2352941176470589,0.22718052738336722
M,Phase 3,VH,,H,,Phase 2,0.0009523809523809524,0.16666666666666666,0.4117647058823529,1.419878296146045
N,Phase 3,VH,,H,,Phase 2,0.002857142857142857,1.0,2.4705882352941178,4.424405865498062
N,Phase 3,VH,,H,Phase 1,Phase 2,0.002857142857142857,1.0,2.4705882352941178,4.424405865498062
,Phase 3,VH,,H,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
M,Phase 3,VH,,H,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
,Phase 1,,,,,Phase 2,0.07238095238095238,0.5033112582781457,1.2434748733930658,7.109249640231344
,Phase 1,,,,,Phase 3,0.04666666666666667,0.3245033112582782,1.5774466519499635,15.230634297856797
,Phase 1,,,,,Phase 1,0.010476190476190476,0.0728476821192053,0.2382868106702977,45.057491552729736
,Phase 1,,,,Phase 2,Phase 2,0.06571428571428571,0.71875,1.775735294117647,43.2362652608213
M,Phase 1,,,,,Phase 2,0.04857142857142857,0.51,1.26,5.0806736842105265
M,Phase 1,,,,Phase 2,Phase 2,0.0419047619047619,0.721311475409836,1.782063645130183,26.93493617838654
,Phase 1,VL,,,,Phase 2,0.010476190476190476,0.2972972972972973,0.7344992050874404,1.8383243588516218
,Phase 1,VL,,,,Phase 3,0.017142857142857144,0.48648648648648657,2.3648648648648654,18.503274272873803
,Phase 1,VL,,,Phase 2,Phase 2,0.007619047619047619,0.4210526315789474,1.0402476780185759,0.021314483218372877
M,Phase 1,VL,,,,Phase 2,0.007619047619047619,0.34782608695652173,0.8593350383631713,0.31639343854048163
,Phase 1,VL,,VH,,Phase 2,0.005714285714285714,0.42857142857142855,1.0588235294117647,0.03338632750397458
M,Phase 1,VL,,,Phase 2,Phase 2,0.004761904761904762,0.5,1.2352941176470589,0.3800904977375567
M,Phase 1,VL,,VH,,Phase 2,0.002857142857142857,0.42857142857142855,1.0588235294117647,0.016581129095933685
,Phase 1,VL,,VH,Phase 2,Phase 2,0.004761904761904762,0.4166666666666667,1.0294117647058825,0.007140428425705599
M,Phase 1,VL,,VH,Phase 2,Phase 2,0.0019047619047619048,0.39999999999999997,0.988235294117647,0.00047283985364481284
,Phase 1,VL,,,Phase 2,Phase 3,0.010476190476190476,0.5789473684210527,2.814327485380117,16.496936199572684
M,Phase 1,VL,,,,Phase 3,0.009523809523809525,0.43478260869565216,2.1135265700483092,7.551540580329438
M,Phase 1,VL,,,Phase 2,Phase 3,0.004761904761904762,0.5,2.430555555555556,5.351223828629405
,Phase 1,VL,,VH,,Phase 3,0.007619047619047619,0.5714285714285714,2.7777777777777777,11.614492190031758
,Phase 1,VL,,VH,Phase 2,Phase 3,0.006666666666666667,0.5833333333333334,2.8356481481481484,10.59350737136688
M,Phase 1,VL,,VH,,Phase 3,0.0038095238095238095,0.5714285714285714,2.7777777777777777,5.768271289009061
M,Phase 1,VL,,VH,Phase 2,Phase 3,0.002857142857142857,0.6,2.9166666666666665,4.779955939554576
,Phase 1,,,H,,Phase 2,0.013333333333333334,0.4827586206896552,1.1926977687626774,0.7530500463889155
,Phase 1,,,H,,Phase 3,0.013333333333333334,0.4827586206896552,2.346743295019157,14.009379480103311
,Phase 1,,,H,Phase 2,Phase 2,0.012380952380952381,0.7222222222222222,1.784313725490196,7.660738714090287
M,Phase 1,,,H,,Phase 2,0.012380952380952381,0.6190476190476191,1.5294117647058825,4.0840336134453805
M,Phase 1,,,H,Phase 2,Phase 2,0.011428571428571429,0.8,1.9764705882352942,9.86659846547315
,Phase 1,VL,,H,,Phase 2,0.002857142857142857,0.25,0.6176470588235294,1.2067324039442364
,Phase 1,VL,,H,,Phase 3,0.008571428571428572,0.75,3.6458333333333335,22.008267663325988
M,Phase 1,VL,,H,,Phase 3,0.004761904761904762,0.6250000000000001,3.038194444444445,8.673422346575718
,Phase 1,VL,,H,Phase 2,Phase 3,0.0038095238095238095,0.6666666666666666,3.2407407407407405,7.847132255881117
M,Phase 1,VL,,H,Phase 2,Phase 3,0.0019047619047619048,0.5,2.430555555555556,2.1282113888239316
M,Phase 1,VL,,H,,Phase 2,0.002857142857142857,0.375,0.9264705882352942,0.02963757479959351
,Phase 1,VL,,H,Phase 2,Phase 2,0.0019047619047619048,0.3333333333333333,0.8235294117647058,0.12778904665314408
M,Phase 1,VL,,H,Phase 2,Phase 2,0.0019047619047619048,0.5,1.2352941176470589,0.15116409852659998
M,Phase 1,,,H,,Phase 3,0.007619047619047619,0.38095238095238093,1.8518518518518519,4.027254386966617
,Phase 1,,,H,Phase 2,Phase 3,0.004761904761904762,0.2777777777777778,1.3503086419753088,0.5820650327283396
M,Phase 1,,,H,Phase 2,Phase 3,0.002857142857142857,0.2,0.9722222222222223,0.003041045424529919
,Phase 1,,,H,Phase 3,Phase 2,0.0009523809523809524,0.09999999999999999,0.24705882352941175,3.89212669683258
,Phase 1,,,H,Phase 3,Phase 3,0.008571428571428572,0.8999999999999999,4.375,29.784561773657998
,Phase 1,VL,,H,Phase 3,Phase 3,0.004761904761904762,0.8333333333333334,4.0509259259259265,14.547590854519454
M,Phase 1,,,H,Phase 3,Phase 3,0.004761904761904762,0.8333333333333334,4.0509259259259265,14.547590854519454
M,Phase 1,VL,,H,Phase 3,Phase 3,0.002857142857142857,0.75,3.6458333333333335,7.279981464159457
M,Phase 1,,,H,Phase 3,Phase 2,0.0009523809523809524,0.16666666666666666,0.4117647058823529,1.419878296146045
,Phase 1,VL,,H,Phase 3,Phase 2,0.0009523809523809524,0.16666666666666666,0.4117647058823529,1.419878296146045
M,Phase 1,VL,,H,Phase 3,Phase 2,0.0009523809523809524,0.25,0.6176470588235294,0.3991676976718029
,Phase 1,L,,H,,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
,Phase 1,L,,H,,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
M,Phase 1,L,,H,,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
,Phase 1,L,,H,Phase 2,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
M,Phase 1,L,,H,Phase 2,Phase 2,0.0019047619047619048,1.0,2.4705882352941178,2.946789402784014
,Phase 1,L,,H,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
M,Phase 1,L,,H,,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
M,Phase 1,L,,H,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
,Phase 1,H,,H,,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
,Phase 1,H,,H,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
M,Phase 1,,,,,Phase 3,0.030476190476190476,0.32,1.5555555555555556,8.835037233371201
,Phase 1,,,,Phase 2,Phase 3,0.025714285714285714,0.28125,1.3671875,3.6895689816071666
,Phase 1,,,VH,,Phase 3,0.01904761904761905,0.3703703703703704,1.8004115226337452,9.445785629417044
M,Phase 1,,,,Phase 2,Phase 3,0.01619047619047619,0.2786885245901639,1.3547358834244079,2.110672184293373
,Phase 1,,,VH,Phase 2,Phase 3,0.014285714285714285,0.3260869565217391,1.5851449275362317,4.266070298100683
M,Phase 1,,,VH,,Phase 3,0.009523809523809525,0.3703703703703704,1.8004115226337452,4.598241684701553
M,Phase 1,,,VH,Phase 2,Phase 3,0.007619047619047619,0.36363636363636365,1.7676767676767677,3.4297570786667455
,Phase 1,,,VH,,Phase 2,0.030476190476190476,0.5925925925925926,1.4640522875816993,8.336168202220643
M,Phase 1,,,VH,,Phase 2,0.014285714285714285,0.5555555555555556,1.3725490196078431,2.615490771088494
M,Phase 1,,,VH,Phase 2,Phase 2,0.013333333333333334,0.6363636363636365,1.5721925133689842,5.002788239455674
,Phase 1,,,VH,Phase 2,Phase 2,0.029523809523809525,0.6739130434782609,1.6649616368286444,14.464902538184855
,Phase 1,,,,Phase 3,Phase 2,0.0038095238095238095,0.125,0.3088235294117647,10.722061712700794
,Phase 1,,,,Phase 3,Phase 3,0.02,0.65625,3.1901041666666665,41.002349458841564
M,Phase 1,,,,Phase 3,Phase 3,0.013333333333333334,0.7,3.4027777777777777,30.485757025447608
,Phase 1,VL,,,Phase 3,Phase 3,0.006666666666666667,0.5833333333333334,2.8356481481481484,10.59350737136688
M,Phase 1,VL,,,Phase 3,Phase 3,0.004761904761904762,0.7142857142857143,3.4722222222222223,11.154901582090034
,Phase 1,,,VH,Phase 3,Phase 3,0.004761904761904762,0.8333333333333334,4.0509259259259265,14.547590854519454
M,Phase 1,,,VH,Phase 3,Phase 3,0.0019047619047619048,0.6666666666666666,3.2407407407407405,3.9123238181183795
,Phase 1,VL,,VH,Phase 3,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
M,Phase 1,VL,,VH,Phase 3,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
M,Phase 1,,,,Phase 3,Phase 2,0.0038095238095238095,0.19999999999999998,0.4941176470588235,3.5480525414049118
,Phase 1,VL,,,Phase 3,Phase 2,0.0019047619047619048,0.16666666666666666,0.4117647058823529,2.8561713702822176
,Phase 1,,,VH,Phase 3,Phase 2,0.0009523809523809524,0.16666666666666666,0.4117647058823529,1.419878296146045
M,Phase 1,VL,,,Phase 3,Phase 2,0.0019047619047619048,0.2857142857142857,0.7058823529411764,0.41452822739834205
M,Phase 1,,,VH,Phase 3,Phase 2,0.0009523809523809524,0.3333333333333333,0.8235294117647058,0.06371144446317212
,Phase 1,VL,,VH,Phase 3,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
M,Phase 1,VL,,VH,Phase 3,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
,Phase 1,L,,,Phase 3,Phase 3,0.005714285714285714,0.6666666666666666,3.2407407407407405,11.804619704812517
M,Phase 1,L,,,Phase 3,Phase 3,0.005714285714285714,0.75,3.6458333333333335,14.615855300404592
,Phase 1,,,VL,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
,Phase 1,L,,VL,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
M,Phase 1,,,VL,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
M,Phase 1,L,,VL,Phase 3,Phase 3,0.0009523809523809524,1.0,4.861111111111112,3.8647918652685096
,Phase 1,L,,,,Phase 2,0.013333333333333334,0.4,0.9882352941176471,0.003407707910750483
,Phase 1,L,,,,Phase 3,0.012380952380952381,0.37142857142857144,1.8055555555555556,6.085131894484414
,Phase 1,L,,,Phase 2,Phase 2,0.011428571428571429,0.6666666666666666,1.6470588235294117,5.214090287277701
M,Phase 1,L,,,,Phase 2,0.009523809523809525,0.33333333333333337,0.823529411764706,0.6539792387543247
M,Phase 1,L,,,Phase 2,Phase 2,0.007619047619047619,0.5714285714285714,1.4117647058823528,1.6359300476947527
,Phase 1,L,,VH,,Phase 2,0.005714285714285714,0.6666666666666666,1.6470588235294117,2.5845058484488894
,Phase 1,L,,VH,,Phase 3,0.0009523809523809524,0.1111111111111111,0.5401234567901234,0.49722309888240557
,Phase 1,L,,VH,Phase 2,Phase 2,0.005714285714285714,0.8571428571428571,2.1176470588235294,5.985787603632057
M,Phase 1,L,,VH,,Phase 2,0.004761904761904762,0.6250000000000001,1.5441176470588238,1.6229535960257437
M,Phase 1,L,,VH,Phase 2,Phase 2,0.004761904761904762,0.8333333333333334,2.058823529411765,4.6004056795131865
,Phase 1,L,,VH,Phase 2,Phase 3,0.0009523809523809524,0.14285714285714285,0.6944444444444444,0.17040059227785562
M,Phase 1,L,,VH,,Phase 3,0.0009523809523809524,0.125,0.607638888888889,0.3214187287406159
M,Phase 1,L,,VH,Phase 2,Phase 3,0.0009523809523809524,0.16666666666666666,0.8101851851851851,0.05631031573208871
M,Phase 1,L,,,,Phase 3,0.012380952380952381,0.43333333333333335,2.1064814814814814,9.792337698468675
,Phase 1,L,,,Phase 2,Phase 3,0.005714285714285714,0.3333333333333333,1.6203703703703702,1.825458238060714
M,Phase 1,L,,,Phase 2,Phase 3,0.005714285714285714,0.42857142857142855,2.083333333333333,4.312901030526929
,Phase 1,L,,VL,,Phase 2,0.002857142857142857,0.3333333333333333,0.8235294117647058,0.19223597219867783
,Phase 1,L,,VL,,Phase 3,0.004761904761904762,0.5555555555555556,2.7006172839506175,6.799577948912086
M,Phase 1,L,,VL,,Phase 2,0.002857142857142857,0.3333333333333333,0.8235294117647058,0.19223597219867783
,Phase 1,L,,VL,Phase 2,Phase 2,0.0009523809523809524,0.25,0.6176470588235294,0.3991676976718029
M,Phase 1,L,,VL,Phase 2,Phase 2,0.0009523809523809524,0.25,0.6176470588235294,0.3991676976718029
M,Phase 1,L,,VL,,Phase 3,0.004761904761904762,0.5555555555555556,2.7006172839506175,6.799577948912086
,Phase 1,L,,VL,Phase 2,Phase 3,0.002857142857142857,0.75,3.6458333333333335,7.279981464159457
M,Phase 1,L,,VL,Phase 2,Phase 3,0.002857142857142857,0.75,3.6458333333333335,7.279981464159457
,Phase 1,M,,,,Phase 2,0.01904761904761905,0.7407407407407408,1.8300653594771243,12.98407222126388
,Phase 1,M,,,,Phase 3,0.0038095238095238095,0.14814814814814814,0.7201646090534979,0.5620441194562547
,Phase 1,M,,,Phase 2,Phase 2,0.017142857142857144,0.8571428571428572,2.1176470588235294,18.20168067226891
M,Phase 1,M,,,,Phase 2,0.012380952380952381,0.6842105263157895,1.6904024767801857,6.271881277908069
M,Phase 1,M,,,Phase 2,Phase 2,0.010476190476190476,0.846153846153846,2.0904977375565608,10.644183316824982
,Phase 1,M,,VH,,Phase 2,0.004761904761904762,0.8333333333333334,2.058823529411765,4.6004056795131865
,Phase 1,M,,VH,Phase 2,Phase 2,0.004761904761904762,0.8333333333333334,2.058823529411765,4.6004056795131865
M,Phase 1,M,,VH,,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
M,Phase 1,M,,VH,Phase 2,Phase 2,0.0009523809523809524,0.5,1.2352941176470589,0.07543780871127079
,Phase 1,M,,H,,Phase 2,0.006666666666666667,1.0,2.4705882352941178,10.363205684958547
M,Phase 1,M,,H,,Phase 2,0.006666666666666667,1.0,2.4705882352941178,10.363205684958547
,Phase 1,M,,H,Phase 2,Phase 2,0.006666666666666667,1.0,2.4705882352941178,10.363205684958547
M,Phase 1,M,,H,Phase 2,Phase 2,0.006666666666666667,1.0,2.4705882352941178,10.363205684958547
M,Phase 1,M,,,,Phase 3,0.002857142857142857,0.15789473684210525,0.7675438596491228,0.27080331752771264
,Phase 1,M,,,Phase 2,Phase 3,0.002857142857142857,0.14285714285714285,0.6944444444444444,0.5181569030489894
,Phase 1,M,,VH,,Phase 3,0.0009523809523809524,0.16666666666666666,0.8101851851851851,0.05631031573208871
,Phase 1,M,,VL,,Phase 3,0.0009523809523809524,0.19999999999999998,0.9722222222222222,0.0010039815037921824
M,Phase 1,M,,,Phase 2,Phase 3,0.0019047619047619048,0.15384615384615383,0.7478632478632478,0.21672744142791267
M,Phase 1,M,,VH,,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
,Phase 1,M,,VH,Phase 2,Phase 3,0.0009523809523809524,0.16666666666666666,0.8101851851851851,0.05631031573208871
M,Phase 1,M,,VH,Phase 2,Phase 3,0.0009523809523809524,0.5,2.430555555555556,1.0620749583539275
M,Phase 1,M,,VL,,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
,Phase 1,M,,VL,Phase 2,Phase 3,0.0009523809523809524,0.19999999999999998,0.9722222222222222,0.0010039815037921824
M,Phase 1,M,,VL,Phase 2,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
,Phase 1,M,,,Phase 3,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
,Phase 1,M,,,Phase 3,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
M,Phase 1,M,,,Phase 3,Phase 3,0.0009523809523809524,0.3333333333333333,1.6203703703703702,0.2998842568733933
M,Phase 1,M,,,Phase 3,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
,Phase 1,M,,VL,,Phase 2,0.0038095238095238095,0.7999999999999999,1.976470588235294,3.2573937517590763
,Phase 1,M,,VL,Phase 2,Phase 2,0.0038095238095238095,0.7999999999999999,1.976470588235294,3.2573937517590763
M,Phase 1,M,,VL,,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
M,Phase 1,M,,VL,Phase 2,Phase 2,0.0019047619047619048,0.6666666666666666,1.6470588235294117,0.8565649755604245
C,Phase 1,,,,,Phase 2,0.014285714285714285,0.5769230769230769,1.425339366515837,3.27976527149321
C,Phase 1,,,,,Phase 3,0.010476190476190476,0.423076923076923,2.0566239316239314,7.708879846243194
C,Phase 1,,,,Phase 2,Phase 2,0.014285714285714285,0.6818181818181819,1.6844919786096257,7.15920014981585
C,Phase 1,,,VH,,Phase 2,0.013333333333333334,0.6363636363636365,1.5721925133689842,5.002788239455674
C,Phase 1,,,VH,Phase 2,Phase 2,0.013333333333333334,0.6666666666666667,1.647058823529412,6.100840336134457
C,Phase 1,L,,,,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
C,Phase 1,L,,,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
C,Phase 1,L,,VH,,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
C,Phase 1,L,,VH,Phase 2,Phase 2,0.0009523809523809524,1.0,2.4705882352941178,1.4719901306566479
C,Phase 1,M,,,,Phase 2,0.0038095238095238095,1.0,2.4705882352941178,5.9048475986953095
C,Phase 1,M,,,Phase 2,Phase 2,0.0038095238095238095,1.0,2.4705882352941178,5.9048475986953095
